Treaty,Country,Status,Signed,Ratified,Entered into force,"Reservations, understandings, and declarations","Reservations, understandings, and declarations text"
Geneva Protocol,LBN,Party,,1969-04-15,1969-04-15,,
Geneva Protocol,LSO,Party,,1972-03-10,1972-03-10,,
Geneva Protocol,LBR,Party,,1927-04-02,1927-04-02,,
Geneva Protocol,LBY,Party,,1971-12-21,1971-12-21,,
Geneva Protocol,LIE,Party,,1991-05-16,1991-05-16,,
Geneva Protocol,LTU,Party,1925-06-17,1933-06-15,1933-06-15,,
Geneva Protocol,LUX,Party,1925-06-17,1936-09-01,1936-09-01,,
Geneva Protocol,MDG,Party,,1967-08-02,1967-08-02,,
Geneva Protocol,MWI,Party,,1970-09-04,1970-09-04,,
Geneva Protocol,MYS,Party,,1970-12-07,1970-12-07,,
Geneva Protocol,MDV,Party,,1966-12-27,1966-12-27,,
Geneva Protocol,MLI,Non-party,,,,,
Geneva Protocol,MLT,Party,,1970-10-09,1970-10-09,,
Geneva Protocol,MHL,Non-party,,,,,
Geneva Protocol,MRT,Non-party,,,,,
Geneva Protocol,MUS,Party,,1970-12-23,1970-12-23,,
Geneva Protocol,MEX,Party,,1932-03-28,1932-03-28,,
Geneva Protocol,FSM,Non-party,,,,,
Geneva Protocol,MCO,Party,,1966-12-15,1966-12-15,,
Geneva Protocol,MNG,Party,,1968-11-18,1968-11-18,Withdrew reservation,"Par communication du gouvernement du 15 mai 1990, la Mongolie a levé la réserve qu'elle avait formulée lors de son adhésion (notification par le gouvernement français en date du 10 juillet 1990)."
Geneva Protocol,MNE,Non-party,,,,,
Geneva Protocol,MAR,Party,,1970-10-07,1970-10-07,,
Geneva Protocol,MOZ,Non-party,,,,,
Geneva Protocol,MMR,Non-party,,,,,
Geneva Protocol,NAM,Non-party,,,,,
Geneva Protocol,NRU,Non-party,,,,,
Geneva Protocol,NPL,Party,,1969-05-07,1969-05-07,,
Geneva Protocol,NLD,Party,1925-06-17,1930-10-31,1930-10-31,"Understanding / Declaration,Withdrew reservation","a) Y compris les Indes néerlandaises, Surinam, Curaçao.

b) Par communication reçue le 17 juillet 1995, les Pays-Bas ont retiré les réserves qu'ils avaient faites lors de leur ratification (notification par le gouvernement français sur instruction du 25 juillet 1995)."
Geneva Protocol,NCL,Non-party,,,,,
Geneva Protocol,NZL,Party,,1930-01-22,1930-01-22,Withdrew reservation,"Par communication du 6 janvier 1989, la Nouvelle-Zélande a retiré les réserves qu'elle avait formulées lors de son adhésion (notification par le gouvernement français en date du 20 mai 1989)."
Geneva Protocol,NIC,Party,1925-06-17,1990-10-05,1990-10-05,Withdrew reservation,Le Nicaragua a ratifié le protocole le 7 septembre 1990. Instrument reçu par le gouvernement de la République française le 5 octobre 1990 ; notification en date du 5 octobre 1990.
Geneva Protocol,NER,Party,,1967-04-05,1967-04-05,,
Geneva Protocol,NGA,Party,,1968-10-09,1968-10-09,Reservation,"Le Nigeria a adhéré le 23 septembre 1968 sous réserve que « le protocole n’oblige le Nigeria que vis-à-vis des Etats effectivement liés par celui-ci et cessera de lier le Nigeria à l’égard des Etats dont les forces ou dont les forces armées alliées ne respecteront pas les interdictions qui font l’objet de ce protocole. »

"
Geneva Protocol,PRK,Party,,1988-12-22,1988-12-22,Reservation,La Corée du Nord a adhéré le 8 décembre 1988 sous réserve que « the Democratic People’s Republic of Korea recognizes the 1925 Geneva Protocol as one of major elements for the promotion of disarmament and the maintenance of lasting peace and hereby expresses its conviction that the obligations of this Protocol will be faithfully carried out by all the Contracting Parties. The Democratic People’s Republic of Korea also states that it will not exclude the right to exercise its sovereignty vis-à-vis the other Contracting Party which violates this Protocol in its implementation ».
Geneva Protocol,MKD,Party,,2015-08-20,2015-08-20,Note,"Formerly known as the former Yuguslav Republic of Macedonia until 13 February 2019.
 
Note: Although the United Nations has received a Note Verbale dated 14 February 2019 from the Republic of North Macedonia regarding the name change, the official lists of the depositary countries are yet to reflect the change.
"
Geneva Protocol,NOR,Party,1925-06-17,1932-07-27,1932-07-27,,
Geneva Protocol,OMN,Non-party,,,,,
Geneva Protocol,PAK,Party,,1960-04-15,1960-04-15,Reservation,"Par déclaration de succession du 13 avril 1960, le Pakistan déclare être lié au protocle de 1925 que l’Inde avait ratifié sous réserve que « ledit protocole n’oblige Sa Majesté Britannique que vis-à-vis des Etats qui l’ont signé et ratifié ou qui y ont adhéré définitivement. » Sous réserve que «ledit protocole cessera d’être obligatoire pour Sa Majesté Britannique à l’égard de toute puissance ennemie dont les forces armées ou dont les forces armées alliées ne respecteraient pas les interdictions qui font l’objet de ce protocole. »"
Geneva Protocol,PLW,Non-party,,,,,
Geneva Protocol,PSE,Party,,2018-01-19,2018-01-19,,
Geneva Protocol,PAN,Party,,1970-11-26,1970-11-26,Note,Le Panama a ratifié son adhésion le 15 mars 1971.
Geneva Protocol,PNG,Party,,1980-09-02,1980-09-02,Reservation,"Par déclaration de succession en date du 2 septembre 1980 la Papouasie-Nouvelle-Guinée émet la réserve que « le gouvernement de Papouasie-Nouvelle-Guinée n’est lié par ledit protocole qu’envers les puissances et Etats qui ont à la fois signé et ratifié le protocole ou y ont adhéré, et le gouvernement de Papouasie-Nouvelle-Guinée cessera d’être lié par le protocole envers toute puissance ennemie dont les forces armées ou celles de ses alliés ne respectent pas le protocole. »"
Geneva Protocol,PRY,Party,,1933-10-22,1933-10-22,Note,Notification régularisée le 13 janvier 1969.
Geneva Protocol,PER,Party,,1985-06-05,1985-06-05,,
Geneva Protocol,PHL,Party,,1973-05-29,1973-05-29,,
Geneva Protocol,POL,Party,1925-06-17,1929-02-04,1929-02-04,,
Geneva Protocol,PRT,Party,1925-06-17,1930-07-01,1930-07-01,Withdrew reservation,"Le Portugal a ratifié ce protocole le 30 mai 1930 sous réserve que « ledit protocole n’oblige le gouvernement de la République Portugaise que vis-à-vis des Etats qui l’ont à la fois signé et ratifié ou qui y auront adhéré. »; et

« Ledit protocole cessera de plein droit d’être obligatoire pour le gouvernement de la République Portugaise à l’égard de tout Etat ennemi dont les forces armées ou dont les alliés ne respecteraient pas les interdictions qui font l’objet de ce protocole. »

-----

Par communication en date du 23 décembre 2002, le Portugal a retiré les réserves qu'il avait formulées.
-----

Par communication en date du 21 mars 2014, le Portugal a retiré le réserve suivant: «  ledit protocole n’oblige le gouvernement de la République Portugaise que vis-à-vis des Etats qui l’ont à la fois signé et ratifié ou qui y auront adhéré.  »

English text:

By its communication on 21 March 2014, Portugal withdrew its reservation according to which it said that the Protocol was only binding on the Portuguese Republic as regards to those States which have both signed and ratified the Protocol or have finally acceded thereto."
Geneva Protocol,PRI,Non-party,,,,,
Geneva Protocol,QAT,Party,,1976-09-16,1976-09-16,,
Geneva Protocol,MDA,Party,,2011-01-14,2011-01-14,,
Geneva Protocol,COG,Non-party,,,,,
Geneva Protocol,ROU,Party,1925-06-17,1929-08-23,1929-08-23,Withdrew reservation,"Par communication du 16 juillet 1991, la Roumanie a levé les réserves qu'elle avait formulées lors de leur ratification du protocole (notification par le gouvernement français en date du 23 juillet 1991)."
Geneva Protocol,RUS,Party,1925-06-17,1928-04-05,1928-04-05,Withdrew reservation,"Par communication du 18 janvier 2001, la Fédération de Russie a retiré les réserves qui avait été formulées le 5 avril 1928 par l’Union soviétique lors de sa ratification du protocole (notification par le gouvernement français en date du 22 janvier 2001)."
Geneva Protocol,RWA,Party,,1964-03-21,1964-03-21,,
Geneva Protocol,KNA,Party,,1989-10-26,1989-10-26,,
Geneva Protocol,LCA,Party,,1988-12-21,1988-12-21,,
Geneva Protocol,VCT,Party,,1999-04-23,1999-04-23,,
Geneva Protocol,WSM,Non-party,,,,,
Geneva Protocol,SMR,Non-party,,,,,
Geneva Protocol,STP,Non-party,,,,,
Geneva Protocol,SAU,Party,,1971-01-27,1971-01-27,,
Geneva Protocol,SEN,Party,,1977-06-15,1977-06-15,,
Geneva Protocol,SRB,Party,,2003-01-20,2003-01-20,,
Geneva Protocol,SYC,Non-party,,,,,
Geneva Protocol,SLE,Party,,1967-02-20,1967-02-20,,
Geneva Protocol,SGP,Non-party,,,,,
Geneva Protocol,SVK,Party,,1997-07-01,1997-07-01,Note,"La Slovaquie a indiqué le 22 septembre 1993 qu'elle se considère liée par le protocole de Genève du 17 juin 1925 et l'a confirmé par une communication du 1er juillet 1997 (notification par le Gouvernement français sur instruction du 2 juillet 1997).

"
Geneva Protocol,SVN,Party,,2008-04-08,2008-04-08,,
Geneva Protocol,SLB,Party,,1981-06-01,1981-06-01,Reservation,"Par déclaration de succession 1 juin 1981, les Iles Salomon émettent le réserve que « les obligations dérivant dudit protocole ne lieront les Iles Salomon que dans leurs relations avec les Etats qui ont ratifié le protocole ou qui y ont adhéré et qui respectent ces dispositions. »

"
Geneva Protocol,SOM,Non-party,,,,,
Geneva Protocol,ZAF,Party,,1930-05-24,1930-05-24,Withdrew reservation,"L'Afrique du Sud a, par communication du 12 juillet 1996, retiré les réserves faites lors de son adhésion (notification par le gouvernement français sur instruction du 20 octobre 1996)."
Geneva Protocol,KOR,Party,,1988-12-29,1988-12-29,Reservation,"La Corée du Sud a adhéré le 26 décembre 1988 sous réserve que « le gouvernement de Corée du sud ne sera lié par le protocole qu’à l’égard des Etats qui l’ont ratifié ou qui y ont adhéré et qu’il cessera d’être lié par ledit protocole à l’égard de tout Etat dont les forces armées ou les forces armées de ses alliés ne respecteraient pas les dispositions du protocole ».

(Lettre du 19 septembre 2002 au sujet d’une levée partielle de réserves)"
Geneva Protocol,SSD,Non-party,,,,,
Geneva Protocol,ESP,Party,1925-06-17,1929-08-22,1929-08-22,Note,"Par communication du 27 novembre 1992, l'Espagne a retiré la réserve qu'elle avait formulée lors de sa ratification (notification par le gouvernement français en date du 28 décembre 1992)."
Geneva Protocol,LKA,Party,,1954-01-20,1954-01-20,,
Geneva Protocol,SDN,Party,,1980-12-17,1980-12-17,,
Geneva Protocol,SUR,Non-party,,,,,
Geneva Protocol,SWE,Party,1925-06-17,1930-04-25,1930-04-25,,
Geneva Protocol,CHE,Party,1925-06-17,1932-07-12,1932-07-12,,
Geneva Protocol,SYR,Party,,1968-12-17,1968-12-17,Understanding / Declaration,"La Syrie a adhéré le 11 septembre 1968 sous réserve que « l’adhésion de la République Arabe Syrienne à ce protocole et sa ratification par son gouvernement ne signifient en aucun cas la reconnaissance d’Israël et ne sauraient conduire à établir des rapports avec ce dernier au sujet des dispositions prévues par ce protocole. »

"
Geneva Protocol,TJK,Party,,2019-11-15,2019-11-15,,
Geneva Protocol,THA,Party,1925-06-17,1931-06-06,1931-06-06,,
Geneva Protocol,TLS,Non-party,,,,,
Geneva Protocol,TGO,Party,,1970-11-18,1970-11-18,,
Geneva Protocol,TKL,Non-party,,,,,
Geneva Protocol,TON,Party,,1971-07-19,1971-07-19,,
Geneva Protocol,TTO,Party,,1970-11-24,1970-11-24,,
Geneva Protocol,TUN,Party,,1967-07-12,1967-07-12,,
Geneva Protocol,TUR,Party,1925-06-17,1929-10-05,1929-10-05,,
Geneva Protocol,TKM,Non-party,,,,,
Geneva Protocol,TUV,Non-party,,,,,
Geneva Protocol,UGA,Party,,1965-04-02,1965-04-02,,
Geneva Protocol,UKR,Party,,2003-08-07,2003-08-07,,
Geneva Protocol,ARE,Non-party,,,,,
Geneva Protocol,GBR,Party,1925-06-17,1930-04-09,1930-04-09,"Withdrew reservation,Note","Réserves émises lors de la ratification du protocole :

(1)   « We shall be bound by the said Protocol only towards those Powers and States which have both signed and ratified the Protocol or have acceded thereto ;»

(2)   « and further that We shall cease to be bound by the Protocol towards any Power at enmity with Us whose armes forces or the armed forces of whose Allies do not respect the Protocol. »

a) Par communication du 8 novembre 1991, le Royaume-Uni a retiré la partie (2) de la réserve qu'il avait faite lors de sa ratification du protocole : « Ledit protocole cessera d’être obligatoire pour Sa Majesté Britannique à l’égard de toute Puissance ennemie dont les forces armées ou dont les forces armées alliées ne respecteraient pas les interdictions qui font l’objet de ce protocole » dans la mesure où elle concerne le recours aux agents, toxines, armes, équipements et moyens de mise en oeuvre spécifiées à l'article I de la Convention du 10 avril 1972 sur l'interdiction de la mise au point, de la fabrication et du stockage des armes bactériologiques (biologiques) ou à toxines et sur leur destruction.

b) Par communication en date du 24 juin 1997, le Royaume-Uni a indiqué qu'il cessait ""d'être responsable des droits et obligations découlant de l'application du protocole à Hong-Kong"" (notification par le gouvernement français sur instruction du 2 juillet 1997).

c) Par communication du 20 décembre 2002, le Royaume-Uni a retiré la partie (1) de ses réserves émises lors de la ratification du protocole le 9 avril 1930 ainsi que celles qu’il maintenait au titre de l’alinéa 2."
